image_path,class_dir,class_id,genus,species,domain
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\3d4ea69f-a564-46ce-8830-84ada38da630.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\24851e19-b27f-4f5c-8641-69d26d5c5d7b.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\e67424de-5ca5-427f-8bb7-407d9b0de2fe.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\ee0b01e5-065a-4beb-a433-a11bfc641c36.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\e05b3e8a-c681-4afe-a376-9ef67ed56fc3.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\3284d024-0dcc-49a1-b7ed-c54909df824a.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\a04abf74-50c4-4206-9125-cd395d7b34b3.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\87083722-b682-4865-ac68-bc95b934afa4.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\5df4943c-3b0b-43b5-b0ae-a53f638c1294.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\66360b71-f58d-4bad-bae8-cbfc930b4c3a.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\8e6941bb-28d6-46b4-9937-982c339686e1.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\115fd2ad-fc4b-400d-907b-1a6b8cf5f0f5.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\383c1f4a-9eed-41a1-bf86-87bf25a22c68.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\a6a7590e-6a63-45e4-be0c-397d428a06e7.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\5aebc48b-5806-4e68-b6e9-b2fd17ebf315.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\c4a5b44b-3b04-4372-af10-12cdf515617d.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\04cdd46c-624c-4481-900b-18fed3f31550.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\d6486861-1486-40e2-a9d0-d588bc579041.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\e0324403-5c12-413a-9714-842430ee6430.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\445a9e68-bcc5-4ec7-b415-204b634cf55c.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\ac09ee8d-3c56-41c8-ac2b-cd46979b7db3.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\99535697-a2fd-4c7a-b813-0cc2f076e34d.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\43d732bf-d608-47ef-a12e-1ac48fc616cc.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\330e6a3c-d712-4a96-9f25-3c6c2dfa5499.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\a91ff909-860f-46dc-97bc-2d0cfc63c384.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus\9aeccf06-871d-477e-b62b-f4c9b0bb0422.jpg,04082_Animalia_Chordata_Aves_Passeriformes_Parulidae_Setophaga_pinus,4082,Setophaga,pinus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\a2c09f7d-7584-4440-a166-4ab4dcd0f537.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\8d111b89-b5b3-436f-a66d-d80f9b8e95d4.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\72a64194-0954-4c8d-8669-28af676486bd.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\86af47c9-7aa0-4cd7-b96c-bbfbf31152b0.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\a8d77f80-05ac-4f72-bf40-ec6a88742d18.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\82bbe84e-5124-489a-9480-c40dc3302311.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\042d9add-7f90-44e2-8dc5-fc5a5a0e2a6e.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\d2dfd23e-ba95-4011-9074-460317d11ee7.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\97bf50a1-c4fc-4241-ae05-f748f334b55b.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\241c7591-a7cb-4a70-984d-dedbad85646c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\c94df913-e418-43c9-9309-bee061b32dd6.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\9fd254ef-6341-4380-9879-57d49b5bfb01.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\38aed6f9-e21b-4b4d-904e-e6787571322c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\0646c897-5b48-402d-b2d0-5146d3055e55.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\658d6bf4-77f8-499e-b3e6-f1a5c2374237.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\5e8181e0-6839-4d5c-a6b5-d89c2abf3c90.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\410134df-9cc2-476e-afb8-9bd67a9dd08c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\759e966e-3c66-4d0c-aa8d-cfbee809f7d6.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\a68f223a-20ca-4119-9d1e-9b41798da3f6.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\d01e6048-9afd-4975-a2bd-14be82eeaa79.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\be58e736-1726-49fe-9e64-0a53923d666b.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\82dc47a8-0683-40dc-904f-c85829ec307c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\fd2e355a-4a38-4cc6-91e0-eca69498a7ea.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\6450e5f2-19b2-4514-9904-6e4416592753.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\78aab445-3fba-40f0-9044-f25065f8fc6c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\875aabbc-9330-4e7a-94b0-1fc66b0aff22.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\2895d0cf-a1f0-456a-9f09-cea93581b316.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\deb48dc7-02be-4488-aaa5-3d59d4237d61.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\b7ce1c3f-b4f0-4a11-b4b4-3114b281dc1e.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\6e1789b3-f55c-4f3b-b939-d8ca19269989.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\c3f3724e-f0e0-4b5f-a94a-aefef9ed1702.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\8173797a-d410-4f05-8b5b-a7af0c288417.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\7c050c3e-4149-4c06-b9c7-5c65f76105ef.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\2a235cf6-c346-4513-a9aa-e6e367db2083.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\e1cd5176-17b3-4e4e-93ce-210c5f26ab0c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\864f9203-15d6-4d10-8558-e87c7ae4bb69.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\fe0c413f-56b2-4d95-a844-753865bb9078.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\9a479159-a3cc-433d-8038-30afdafde1f1.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\7e9dfbca-2712-43fb-8ecd-7313333d65bc.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\0c5cf18d-2117-4f0f-8f02-b111003c4ef4.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\f0bd1563-9725-4e79-8f92-917d24e513fd.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\2fe5c912-3dc1-4464-bd43-ae8c329c45c0.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\dd9c8a16-f172-492a-89d5-7c42e70fd452.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\39a32119-21f6-4357-9255-97b8eb564013.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\f937b4a3-548c-4a26-9bfc-cacd0dd1c77c.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\dee64d72-4eb7-43ea-b31e-f8e7f4c1598a.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\f6556c2e-b50a-43f2-924e-8617405e077f.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\e1c91fd0-4a05-47be-9181-a511e6692eef.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\78a3b6d6-00cc-48ab-92aa-a9e5d368e4f3.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus\dafa1ea1-36ce-4485-b06f-b0803fdd5b8b.jpg,03388_Animalia_Chordata_Aves_Charadriiformes_Jacanidae_Hydrophasianus_chirurgus,3388,Hydrophasianus,chirurgus,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\a499fcb2-de69-4416-8ddd-81e0910429cb.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\c333bc91-edc9-4326-bcd9-3bb04b6a6b38.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\8e7921d0-ad11-4817-b365-04b27f4b01dc.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\69b2b416-b3a4-4c23-b8f0-6f8e7eb73f88.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\7896fbc8-62e3-4526-840c-3716a1603297.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\0cf24461-0562-4665-a88f-8a0ca8d7f865.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\2a47467e-aead-42c3-9e54-c8e0235572a4.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\ece9368f-ec41-4966-ba71-acbcd361225e.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\204e7527-c44a-4ad5-9c6b-d52f6f16b152.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\f0acd427-cf83-456d-91dc-537694e5bade.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\e1e117d0-6151-45e7-92b5-ed85290c74e2.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\420ae733-7eaa-4edf-aeb2-937574c96906.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\aa2d9c44-deb5-40da-bb70-bceaa704d1f5.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\e1dc1de6-a52d-429e-b40d-b53ba2f1d02d.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\4bc6d3b0-89ee-4c8d-8e15-00ad547df2c4.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\4d959698-d9ea-4cc8-a3a9-1fcf80447ed2.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\b41411ec-de61-4e63-b285-ed5223883dcb.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\4dfbc47f-4208-4ab2-9139-c9f0c4df6843.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\99ea3113-6474-4191-9575-174f052d46f0.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\5e1d3d85-5e0b-4b95-b668-dda713761768.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\3ee84c1f-3ff0-4f46-a430-18c8fab99927.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
train_mini\04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala\7c1f8a43-f8e5-41e0-9414-0305c7e4099c.jpg,04208_Animalia_Chordata_Aves_Passeriformes_Sylviidae_Sylvia_melanocephala,4208,Sylvia,melanocephala,US
